spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Pritchardia lanaiensis,855,Prilana,Monocot,Arecaceae,Pritchardia,lanaiensis,0,0,0,0,0,274,0,0,0,0,0,0,1,1,1,0,4.833,Loulu,Vulnerable,Vulnerable,Endemic,Non_coastal,Pritchardia lanaiensis,Arecaceae,Pritchardia,lanaiensis,Vulnerable,0,0,0
Pritchardia lanigera,856,Prilani,Monocot,Arecaceae,Pritchardia,lanigera,379,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,749.0331,Loulu,Rare,Rare,Endemic,Non_coastal,Pritchardia lanigera,Arecaceae,Pritchardia,lanigera,Rare,0,0,0
Pritchardia lowreyana,857,Prilowr,Monocot,Arecaceae,Pritchardia,lowreyana,0,0,0,0,359,0,0,0,0,0,0,0,1,1,1,0,159.9399,Loulu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pritchardia lowreyana,Arecaceae,Pritchardia,lowreyana,Apparently Secure,0,0,0
Pritchardia martii,858,Primart,Monocot,Arecaceae,Pritchardia,martii,0,0,0,439,0,0,0,0,0,0,0,0,1,1,1,1,245.367,Loulu hiwa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pritchardia martii,Arecaceae,Pritchardia,martii,Apparently Secure,0,0,0
Pritchardia minor,859,Primino,Monocot,Arecaceae,Pritchardia,minor,0,0,463,0,0,0,0,0,0,0,0,0,1,1,1,0,203.9319,Loulu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pritchardia minor,Arecaceae,Pritchardia,minor,Apparently Secure,0,0,0
Pritchardia munroi,860,Primunr,Monocot,Arecaceae,Pritchardia,munroi,0,0,0,0,360,0,0,0,0,0,0,0,1,1,1,0,17.3439,Loulu,Endangered,Endangered,Endemic,Non_coastal,Pritchardia munroi,Arecaceae,Pritchardia,munroi,Endangered,0,1,0
Pritchardia napaliensis,861,Prinapa,Monocot,Arecaceae,Pritchardia,napaliensis,0,0,464,0,0,0,0,0,0,0,0,0,1,1,1,0,158.8329,Loulu,Endangered,Endangered,Endemic,Non_coastal,Pritchardia napaliensis,Arecaceae,Pritchardia,napaliensis,Endangered,0,1,0
Pritchardia perlmanii,862,Priperl,Monocot,Arecaceae,Pritchardia,perlmanii,0,0,465,0,0,0,0,0,0,0,0,0,1,1,1,0,106.5141,Loulu,Endangered,Endangered,Endemic,Non_coastal,Pritchardia perlmanii,Arecaceae,Pritchardia,perlmanii,Endangered,0,1,0
Pritchardia schattaueri,863,Prischa,Monocot,Arecaceae,Pritchardia,schattaueri,380,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,23.9895,Loulu,Endangered,Endangered,Endemic,Non_coastal,Pritchardia schattaueri,Arecaceae,Pritchardia,schattaueri,Endangered,0,1,0
Pritchardia viscosa,864,Privisc,Monocot,Arecaceae,Pritchardia,viscosa,0,0,466,0,0,0,0,0,0,0,0,0,1,1,1,0,29.0763,Loulu,Endangered,Endangered,Endemic,Non_coastal,Pritchardia viscosa,Arecaceae,Pritchardia,viscosa,Endangered,0,1,0
Pritchardia waialealeana,865,Priwaia,Monocot,Arecaceae,Pritchardia,waialealeana,0,0,467,0,0,0,0,0,0,0,0,0,1,1,1,0,126.4896,Loulu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pritchardia waialealeana,Arecaceae,Pritchardia,waialealeana,Apparently Secure,0,0,0
Pseudognaphalium sandwicensium,866,Psesand,Dicot,Asteraceae,Pseudognaphalium,sandwicensium,381,463,468,440,361,275,0,69,1,0,0,0,1,1,1,1,15544.6632,‘Ena‘ena,"Apparently Secure, including vulnerable variety",Apparently Secure,Endemic,Non_coastal,Pseudognaphalium sandwicensium,Asteraceae,Pseudognaphalium,sandwicensium,Apparently Secure,0,0,0
Pseudophegopteris keraudreniana,867,Psekera,Pteridophyte,Thelypteridaceae,Pseudophegopteris,keraudreniana,382,464,469,441,362,276,0,0,0,0,0,0,1,1,1,0,6748.9434,Waimakanui,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pseudophegopteris keraudreniana,Thelypteridaceae,Pseudophegopteris,keraudreniana,Apparently Secure,0,0,0
Psilotum complanatum,868,Psicomp,Pteridophyte,Psilotaceae,Psilotum,complanatum,383,465,470,442,363,277,0,0,0,0,0,0,1,1,1,1,6027.057,Moa,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Psilotum complanatum,Psilotaceae,Psilotum,complanatum,Apparently Secure,0,0,0
Psilotum nudum,869,Psinudu,Pteridophyte,Psilotaceae,Psilotum,nudum,384,466,471,443,364,278,54,70,1,0,0,0,1,1,1,1,10355.3559,Moa,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Psilotum nudum,Psilotaceae,Psilotum,nudum,Apparently Secure,0,0,0
Psychotria fauriei,870,Psyfaur,Dicot,Rubiaceae,Psychotria,fauriei,0,0,0,444,0,0,0,0,0,0,0,0,1,1,1,0,116.0865,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria fauriei,Rubiaceae,Psychotria,fauriei,Apparently Secure,0,0,0
Psychotria grandiflora,871,Psygran,Dicot,Rubiaceae,Psychotria,grandiflora,0,0,472,0,0,0,0,0,0,0,0,0,1,1,1,0,46.8909,K?piko,Endangered,Endangered,Endemic,Non_coastal,Psychotria grandiflora,Rubiaceae,Psychotria,grandiflora,Endangered,0,1,0
Psychotria greenwelliae,872,Psygree,Dicot,Rubiaceae,Psychotria,greenwelliae,0,0,473,0,0,0,0,0,0,0,0,0,1,1,1,0,459.3825,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria greenwelliae,Rubiaceae,Psychotria,greenwelliae,Apparently Secure,0,0,0
Psychotria hathewayi,873,Psyhath,Dicot,Rubiaceae,Psychotria,hathewayi,0,0,0,445,0,0,0,0,0,0,0,0,1,1,1,0,85.5675,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria hathewayi,Rubiaceae,Psychotria,hathewayi,Apparently Secure,0,0,0
Psychotria hawaiiensis,874,Psyhawa,Dicot,Rubiaceae,Psychotria,hawaiiensis,385,467,0,0,365,0,0,0,0,0,0,0,1,1,1,0,6240.8367,K?piko ‘ula,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria hawaiiensis,Rubiaceae,Psychotria,hawaiiensis,Apparently Secure,0,0,0
Psychotria hexandra,875,Psyhexa,Dicot,Rubiaceae,Psychotria,hexandra,0,0,474,446,0,0,0,0,0,0,0,0,1,1,1,0,545.1147,K?piko,"Apparently Secure, including rare variety",Apparently Secure,Endemic,Non_coastal,Psychotria hexandra,Rubiaceae,Psychotria,hexandra,Apparently Secure,0,0,0
Psychotria hobdyi,876,Psyhobd,Dicot,Rubiaceae,Psychotria,hobdyi,0,0,475,0,0,0,0,0,0,0,0,0,1,1,1,0,75.9825,K?piko,Endangered,Endangered,Endemic,Non_coastal,Psychotria hobdyi,Rubiaceae,Psychotria,hobdyi,Endangered,0,1,0
Psychotria kaduana,877,Psykadu,Dicot,Rubiaceae,Psychotria,kaduana,0,468,476,447,366,279,0,0,0,0,0,0,1,1,1,0,2876.6592,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria kaduana,Rubiaceae,Psychotria,kaduana,Apparently Secure,0,0,0
Psychotria mariniana,878,Psymari,Dicot,Rubiaceae,Psychotria,mariniana,0,469,477,448,367,280,0,0,0,0,0,0,1,1,1,1,2661.561,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria mariniana,Rubiaceae,Psychotria,mariniana,Apparently Secure,0,0,0
Psychotria mauiensis,879,Psymaui,Dicot,Rubiaceae,Psychotria,mauiensis,386,470,478,0,368,281,0,0,0,0,0,0,1,1,1,0,5810.8518,K?piko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Psychotria mauiensis,Rubiaceae,Psychotria,mauiensis,Apparently Secure,0,0,0
Psychotria wawrae,880,Psywawr,Dicot,Rubiaceae,Psychotria,wawrae,0,0,479,0,0,0,0,0,0,0,0,0,1,1,1,0,444.8079,K?piko,Rare,Rare,Endemic,Non_coastal,Psychotria wawrae,Rubiaceae,Psychotria,wawrae,Rare,0,0,0
Psydrax odorata,881,Psyodor,Dicot,Rubiaceae,Psydrax,odorata,387,471,480,449,369,282,55,0,0,0,0,0,1,1,1,1,5682.5595,Alahe‘e,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Psydrax odorata,Rubiaceae,Psydrax,odorata,Apparently Secure,0,0,0
Pteralyxia kauaiensis,882,Ptekaua,Dicot,Apocynaceae,Pteralyxia,kauaiensis,0,0,481,0,0,0,0,0,0,0,0,0,1,1,1,0,362.4408,Kaulu,Endangered,Endangered,Endemic,Non_coastal,Pteralyxia kauaiensis,Apocynaceae,Pteralyxia,kauaiensis,Endangered,0,1,0
Pteralyxia macrocarpa,883,Ptemacr,Dicot,Apocynaceae,Pteralyxia,macrocarpa,0,0,0,450,0,0,0,0,0,0,0,0,1,1,1,0,562.2462,Kaulu,Vulnerable,Vulnerable,Endemic,Non_coastal,Pteralyxia macrocarpa,Apocynaceae,Pteralyxia,macrocarpa,Vulnerable,0,0,0
Pteridium aquilinum,884,Pteaqui,Pteridophyte,Dennstaedtiaceae,Pteridium,aquilinum,388,472,482,451,370,283,0,0,1,0,0,0,1,1,1,0,7164.4221,K?lau,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pteridium aquilinum,Dennstaedtiaceae,Pteridium,aquilinum,Apparently Secure,1,0,0
Pteris cretica,885,Ptecret,Pteridophyte,Pteridaceae,Pteris,cretica,389,473,483,452,371,284,0,0,1,0,0,0,1,1,1,1,9214.866,‘?ali,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Pteris cretica,Pteridaceae,Pteris,cretica,Apparently Secure,0,0,0
Pteris excelsa,886,Pteexce,Pteridophyte,Pteridaceae,Pteris,excelsa,390,474,484,453,372,285,0,0,0,0,0,0,1,1,1,1,6174.5265,Waimakanui,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Pteris excelsa,Pteridaceae,Pteris,excelsa,Apparently Secure,0,0,0
Pteris hillebrandii,887,Ptehill,Pteridophyte,Pteridaceae,Pteris,hillebrandii,391,475,485,454,373,286,0,0,0,0,0,0,1,1,1,0,869.5368,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pteris hillebrandii,Pteridaceae,Pteris,hillebrandii,Apparently Secure,0,0,0
Pteris irregularis,888,Pteirre,Pteridophyte,Pteridaceae,Pteris,irregularis,392,476,486,455,374,287,0,0,0,0,0,0,1,1,1,0,5136.2586,M?n?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Pteris irregularis,Pteridaceae,Pteris,irregularis,Apparently Secure,0,0,0
Pteris lidgatei,889,Ptelidg,Pteridophyte,Pteridaceae,Pteris,lidgatei,0,477,0,456,375,0,0,0,0,0,0,0,1,1,1,0,194.7546,None,Endangered,Endangered,Endemic,Non_coastal,Pteris lidgatei,Pteridaceae,Pteris,lidgatei,Endangered,0,1,0
Ranunculus hawaiensis,890,Ranhawa,Dicot,Ranunculaceae,Ranunculus,hawaiensis,393,478,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2135.1879,Makou,Endangered,Endangered,Endemic,Non_coastal,Ranunculus hawaiensis,Ranunculaceae,Ranunculus,hawaiensis,Endangered,0,1,0
Ranunculus mauiensis,891,Ranmaui,Dicot,Ranunculaceae,Ranunculus,mauiensis,394,479,487,457,376,0,0,0,0,0,0,0,1,1,1,0,898.0308,Makou,Endangered,Endangered,Endemic,Non_coastal,Ranunculus mauiensis,Ranunculaceae,Ranunculus,mauiensis,Endangered,0,1,0
Rauvolfia sandwicensis,892,Rausand,Dicot,Apocynaceae,Rauvolfia,sandwicensis,395,480,488,458,377,288,0,71,0,0,0,0,1,1,1,1,4690.8666,Hao,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rauvolfia sandwicensis,Apocynaceae,Rauvolfia,sandwicensis,Apparently Secure,0,0,0
Remya kauaiensis,893,Remkaua,Dicot,Asteraceae,Remya,kauaiensis,0,0,489,0,0,0,0,0,0,0,0,0,1,1,1,1,163.5237,None,Endangered,Endangered,Endemic,Non_coastal,Remya kauaiensis,Asteraceae,Remya,kauaiensis,Endangered,0,1,0
Remya mauiensis,894,Remmaui,Dicot,Asteraceae,Remya,mauiensis,0,481,0,0,0,0,0,0,0,0,0,0,1,1,1,0,13.8285,None,Endangered,Endangered,Endemic,Non_coastal,Remya mauiensis,Asteraceae,Remya,mauiensis,Endangered,0,1,0
Remya montgomeryi,895,Remmont,Dicot,Asteraceae,Remya,montgomeryi,0,0,490,0,0,0,0,0,0,0,0,0,1,1,1,0,63.045,None,Endangered,Endangered,Endemic,Non_coastal,Remya montgomeryi,Asteraceae,Remya,montgomeryi,Endangered,0,1,0
Polyscias sandwicensis,896,Reysand,Dicot,Araliaceae,Polyscias,sandwicensis,396,482,0,459,378,289,56,72,1,0,0,0,1,1,1,1,4730.9751,‘Ohe makai,Rare,Rare,Endemic,Non_coastal,Reynoldsia sandwicensis,Araliaceae,Reynoldsia,sandwicensis,Rare,0,0,0
Rhus sandwicensis,897,Rhusand,Dicot,Anacardiaceae,Rhus,sandwicensis,397,483,491,460,379,0,0,0,0,0,0,0,1,1,1,1,4206.168,Neneleau,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rhus sandwicensis,Anacardiaceae,Rhus,sandwicensis,Apparently Secure,0,0,0
Rhynchospora chinensis,898,Rhychin,Monocot,Cyperaceae,Rhynchospora,chinensis,398,484,492,0,380,0,0,0,0,0,0,0,1,1,1,0,4837.8555,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Rhynchospora chinensis,Cyperaceae,Rhynchospora,chinensis,Apparently Secure,0,0,0
Rhynchospora rugosa,899,Rhyrugo,Monocot,Cyperaceae,Rhynchospora,rugosa,399,485,493,461,381,0,0,0,0,0,0,0,1,1,1,0,3661.7004,Pu‘uko‘a,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Rhynchospora rugosa,Cyperaceae,Rhynchospora,rugosa,Apparently Secure,0,0,0
Rhynchospora sclerioides,900,Rhyscle,Monocot,Cyperaceae,Rhynchospora,sclerioides,400,486,494,462,382,290,0,0,0,0,0,0,1,1,1,1,3975.084,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Rhynchospora sclerioides,Cyperaceae,Rhynchospora,sclerioides,Apparently Secure,0,0,0
Rubus hawaiensis,901,Rubhawa,Dicot,Rosaceae,Rubus,hawaiensis,401,487,495,0,383,0,0,0,0,0,0,0,1,1,1,1,6235.7598,‘?kala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rubus hawaiensis,Rosaceae,Rubus,hawaiensis,Apparently Secure,0,0,0
Rubus macraei,902,Rubmacr,Dicot,Rosaceae,Rubus,macraei,402,488,0,0,0,0,0,0,0,0,0,0,1,1,1,1,836.6994,‘?kala,Rare,Rare,Endemic,Non_coastal,Rubus macraei,Rosaceae,Rubus,macraei,Rare,0,0,0
Rumex albescens,903,Rumalbe,Dicot,Polygonaceae,Rumex,albescens,0,0,496,463,0,0,0,0,0,0,0,0,1,1,1,0,978.3351,Hu‘ahu‘ak?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rumex albescens,Polygonaceae,Rumex,albescens,Apparently Secure,0,0,0
Rumex giganteus,904,Rumgiga,Dicot,Polygonaceae,Rumex,giganteus,403,489,0,0,384,0,0,0,1,0,0,0,1,1,1,1,9479.7108,P?wale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rumex giganteus,Polygonaceae,Rumex,giganteus,Apparently Secure,0,0,0
Rumex skottsbergii,905,Rumskot,Dicot,Polygonaceae,Rumex,skottsbergii,404,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,2974.0779,P?wale,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Rumex skottsbergii,Polygonaceae,Rumex,skottsbergii,Apparently Secure,0,0,0
Ruppia maritima,906,Rupmari,Monocot,Ruppiaceae,Ruppia,maritima,405,490,497,464,385,291,0,73,0,0,0,0,1,1,1,1,240.786,Ditchgrass,Apparently Secure,Apparently Secure,Indigenous,Coastal,Ruppia maritima,Ruppiaceae,Ruppia,maritima,Apparently Secure,0,0,0
Sadleria cyatheoides,907,Sadcyat,Pteridophyte,Blechnaceae,Sadleria,cyatheoides,406,491,498,465,386,292,0,0,1,0,0,0,1,1,1,1,10452.6675,‘Ama‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria cyatheoides,Blechnaceae,Sadleria,cyatheoides,Apparently Secure,0,0,0
Sadleria pallida,908,Sadpall,Pteridophyte,Blechnaceae,Sadleria,pallida,407,492,499,466,387,293,0,0,1,0,0,0,1,1,1,1,5541.1137,‘Ama‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria pallida,Blechnaceae,Sadleria,pallida,Apparently Secure,0,0,0
Sadleria souleyetiana,909,Sadsoul,Pteridophyte,Blechnaceae,Sadleria,souleyetiana,408,493,500,467,388,294,0,0,0,0,0,0,1,1,1,1,3110.0013,‘Ama‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria souleyetiana,Blechnaceae,Sadleria,souleyetiana,Apparently Secure,1,0,0
Sadleria squarrosa,910,Sadsqua,Pteridophyte,Blechnaceae,Sadleria,squarrosa,409,494,501,468,389,295,0,0,0,0,0,0,1,1,1,1,2865.6576,‘Apu‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria squarrosa,Blechnaceae,Sadleria,squarrosa,Apparently Secure,0,0,0
Sadleria unisora,911,Sadunis,Pteridophyte,Blechnaceae,Sadleria,unisora,0,0,502,0,0,0,0,0,0,0,0,0,1,1,1,1,282.3237,‘Apu‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria unisora,Blechnaceae,Sadleria,unisora,Apparently Secure,0,0,0
Sadleria wagneriana,912,Sadwagn,Pteridophyte,Blechnaceae,Sadleria,wagneriana,0,0,503,0,0,0,0,0,0,0,0,0,1,1,1,1,16.8552,‘Ama‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sadleria wagneriana,Blechnaceae,Sadleria,wagneriana,Apparently Secure,0,0,0
Sanicula kauaiensis,913,Sankaua,Dicot,Apiaceae,Sanicula,kauaiensis,0,0,504,0,0,0,0,0,0,0,0,0,1,1,1,0,104.2254,None,Extinct?,Extinct,Endemic,Non_coastal,Sanicula kauaiensis,Apiaceae,Sanicula,kauaiensis,Extinct,0,0,0
Sanicula mariversa,914,Sanmari,Dicot,Apiaceae,Sanicula,mariversa,0,0,0,469,0,0,0,0,0,0,0,0,1,1,1,0,5.4207,None,Endangered,Endangered,Endemic,Non_coastal,Sanicula mariversa,Apiaceae,Sanicula,mariversa,Endangered,0,1,0
Sanicula purpurea,915,Sanpurp,Dicot,Apiaceae,Sanicula,purpurea,0,495,0,470,0,0,0,0,0,0,0,0,1,1,1,0,80.1801,None,Endangered,Endangered,Endemic,Non_coastal,Sanicula purpurea,Apiaceae,Sanicula,purpurea,Endangered,0,1,0
Sanicula sandwicensis,916,Sansand,Dicot,Apiaceae,Sanicula,sandwicensis,410,496,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2070.0216,None,Rare,Rare,Endemic,Non_coastal,Sanicula sandwicensis,Apiaceae,Sanicula,sandwicensis,Rare,0,0,0
Santalum ellipticum,917,Sanelli,Dicot,Santalaceae,Santalum,ellipticum,411,497,505,471,390,296,57,74,0,0,0,0,1,1,1,1,4771.7658,‘Iliahi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Santalum ellipticum,Santalaceae,Santalum,ellipticum,Apparently Secure,0,0,0
Santalum freycinetianum,918,Sanfrey,Dicot,Santalaceae,Santalum,freycinetianum,0,498,506,472,391,297,0,0,0,0,0,0,1,1,1,1,3316.8366,‘Iliahi,"Apparently Secure, including endangered variety",Apparently Secure,Endemic,Non_coastal,Santalum freycinetianum,Santalaceae,Santalum,freycinetianum,Apparently Secure,0,0,0
Santalum haleakalae,919,Sanhale,Dicot,Santalaceae,Santalum,haleakalae,0,499,0,0,0,0,0,0,0,0,0,0,1,1,1,0,173.2581,‘Iliahi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Santalum haleakalae,Santalaceae,Santalum,haleakalae,Apparently Secure,0,0,0
Santalum paniculatum,920,Sanpani,Dicot,Santalaceae,Santalum,paniculatum,412,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,7810.1064,‘Iliahi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Santalum paniculatum,Santalaceae,Santalum,paniculatum,Apparently Secure,0,0,0
Sapindus oahuensis,921,Sapoahu,Dicot,Sapindaceae,Sapindus,oahuensis,0,0,507,473,0,0,0,0,0,0,0,0,1,1,1,1,1578.5469,Lonomea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Sapindus oahuensis,Sapindaceae,Sapindus,oahuensis,Apparently Secure,0,0,0
Sapindus saponaria,922,Sapsapo,Dicot,Sapindaceae,Sapindus,saponaria,413,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,240.5943,M?nele,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Sapindus saponaria,Sapindaceae,Sapindus,saponaria,Apparently Secure,0,0,0
Scaevola chamissoniana,923,Scacham,Dicot,Goodeniaceae,Scaevola,chamissoniana,414,500,0,0,392,298,0,0,0,0,0,0,1,1,1,0,3920.3514,Naupaka kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola chamissoniana,Goodeniaceae,Scaevola,chamissoniana,Apparently Secure,0,0,0
Scaevola coriacea,924,Scacori,Dicot,Goodeniaceae,Scaevola,coriacea,415,501,508,474,393,299,0,75,0,0,0,0,1,1,1,1,205.1109,Dwarf Naupaka,Endangered,Endangered,Endemic,Coastal,Scaevola coriacea,Goodeniaceae,Scaevola,coriacea,Endangered,0,1,0
Scaevola gaudichaudiana,925,Scagaud1,Dicot,Goodeniaceae,Scaevola,gaudichaudiana,0,0,509,475,0,0,0,0,0,0,0,0,1,1,1,1,1787.8626,Naupaka kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola gaudichaudiana,Goodeniaceae,Scaevola,gaudichaudiana,Apparently Secure,0,0,0
Scaevola gaudichaudii,926,Scagaud2,Dicot,Goodeniaceae,Scaevola,gaudichaudii,416,502,510,476,394,300,0,0,0,0,0,0,1,1,1,1,2562.9543,Naupaka kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola gaudichaudii,Goodeniaceae,Scaevola,gaudichaudii,Apparently Secure,0,0,0
Scaevola glabra,927,Scaglab,Dicot,Goodeniaceae,Scaevola,glabra,0,0,511,477,0,0,0,0,0,0,0,0,1,1,1,0,848.2815,‘Ohe naupaka,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola glabra,Goodeniaceae,Scaevola,glabra,Apparently Secure,0,0,0
Scaevola kilaueae,928,Scakila,Dicot,Goodeniaceae,Scaevola,kilaueae,417,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1462.5684,Huahekili uka,Endangered,Endangered,Endemic,Non_coastal,Scaevola kilaueae,Goodeniaceae,Scaevola,kilaueae,Endangered,0,1,0
Scaevola mollis,929,Scamoll,Dicot,Goodeniaceae,Scaevola,mollis,0,0,512,478,395,0,0,0,0,0,0,0,1,1,1,1,1002.9276,Naupaka kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola mollis,Goodeniaceae,Scaevola,mollis,Apparently Secure,0,0,0
Scaevola procera,930,Scaproc,Dicot,Goodeniaceae,Scaevola,procera,0,0,513,0,396,0,0,0,0,0,0,0,1,1,1,0,527.6934,Naupaka kuahiwi,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Scaevola procera,Goodeniaceae,Scaevola,procera,Apparently Secure,0,0,0
Scaevola sericea,931,Scaseri,Dicot,Goodeniaceae,Scaevola,sericea,418,503,514,479,397,301,58,76,0,0,0,0,1,1,1,1,752.6754,Naupaka kahakai,Apparently Secure,Apparently Secure,Indigenous,Coastal,Scaevola sericea,Goodeniaceae,Scaevola,sericea,Apparently Secure,0,0,0
Sceptridium subbifoliatum,932,Scesubb,Pteridophyte,Ophioglossaceae,Sceptridium,subbifoliatum,419,504,515,480,398,302,0,0,0,0,0,0,1,1,1,0,NA,Makou,Extinct,Extinct,Endemic,Non_coastal,Sceptridium subbifoliatum,Ophioglossaceae,Sceptridium,subbifoliatum,Extinct,0,0,0
Schiedea apokremnos,933,Schapok,Dicot,Caryophyllaceae,Schiedea,apokremnos,0,0,516,0,0,0,0,0,0,0,0,0,1,1,1,0,15.7545,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea apokremnos,Caryophyllaceae,Schiedea,apokremnos,Endangered,0,1,0
Schiedea diffusa,934,Schdiff,Dicot,Caryophyllaceae,Schiedea,diffusa,420,505,0,0,399,0,0,0,0,0,0,0,1,1,1,0,835.9497,None,"Rare, including endangered variety",Rare,Endemic,Non_coastal,Schiedea diffusa,Caryophyllaceae,Schiedea,diffusa,Rare,0,0,0
Schiedea globosa,935,Schglob,Dicot,Caryophyllaceae,Schiedea,globosa,421,506,0,481,400,303,0,0,0,0,0,0,1,1,1,1,349.7085,None,Vulnerable,Vulnerable,Endemic,Coastal,Schiedea globosa,Caryophyllaceae,Schiedea,globosa,Vulnerable,0,0,0
Schiedea haleakalensis,936,Schhale,Dicot,Caryophyllaceae,Schiedea,haleakalensis,0,507,0,0,0,0,0,0,0,0,0,0,1,1,1,0,111.1608,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea haleakalensis,Caryophyllaceae,Schiedea,haleakalensis,Endangered,0,1,0
Schiedea helleri,937,Schhell,Dicot,Caryophyllaceae,Schiedea,helleri,0,0,517,0,0,0,0,0,0,0,0,0,1,1,1,0,34.3107,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea helleri,Caryophyllaceae,Schiedea,helleri,Endangered,0,1,0
Schiedea hookeri,938,Schhook,Dicot,Caryophyllaceae,Schiedea,hookeri,0,508,0,482,0,0,0,0,0,0,0,0,1,1,1,1,333.0387,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea hookeri,Caryophyllaceae,Schiedea,hookeri,Endangered,0,1,0
Schiedea kaalae,939,Schkaal,Dicot,Caryophyllaceae,Schiedea,kaalae,0,0,0,483,0,0,0,0,0,0,0,0,1,1,1,0,100.962,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea kaalae,Caryophyllaceae,Schiedea,kaalae,Endangered,0,1,0
Schiedea kauaiensis,940,Schkaua,Dicot,Caryophyllaceae,Schiedea,kauaiensis,0,0,518,0,0,0,0,0,0,0,0,0,1,1,1,0,114.1353,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea kauaiensis,Caryophyllaceae,Schiedea,kauaiensis,Endangered,0,1,0
Schiedea kealiae,941,Schkeal,Dicot,Caryophyllaceae,Schiedea,kealiae,0,0,0,484,0,0,0,0,0,0,0,0,1,1,1,1,63.7992,None,Endangered,Endangered,Endemic,Non_coastal,Schiedea kealiae,Caryophyllaceae,Schiedea,kealiae,Endangered,0,1,0
