spp,sp_code,shpcode,DIVISION,FAMILY,GENUS,SPECIES,Ha,Ma,Ka,Oa,Mo,La,Ke,Ni,Pioneer,Envelope gap,GAP_Habitat,Substrate,Forest,Shrubland,Grassland,Alien_hab_comp,CCE_Area,Common Name,Conservation Status,Status.simplified,Native Status,Coastal,spp_old,family_old,genus_old,species_old,Status.simplified_old,Test spp,TEs,temp
Bidens valida,83,Bidvali,Dicot,Asteraceae,Bidens,valida,0,0,55,0,0,0,0,0,0,0,0,0,1,1,1,0,283.5036,Ko‘oko‘olau,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Bidens valida,Asteraceae,Bidens,valida,Apparently Secure,0,0,0
Bidens wiebkei,84,Bidwieb,Dicot,Asteraceae,Bidens,wiebkei,0,0,0,0,45,0,0,0,0,0,0,0,1,1,1,0,101.1483,Ko‘oko‘olau,Endangered,Endangered,Endemic,Non_coastal,Bidens wiebkei,Asteraceae,Bidens,wiebkei,Endangered,0,1,0
Bobea brevipes,85,Bobbrev,Dicot,Rubiaceae,Bobea,brevipes,0,0,56,55,0,0,0,0,0,0,0,0,1,1,1,0,759.4929,‘Ahakea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Bobea brevipes,Rubiaceae,Bobea,brevipes,Apparently Secure,0,0,0
Bobea elatior,86,Bobelat,Dicot,Rubiaceae,Bobea,elatior,53,62,57,56,46,44,0,0,0,0,0,0,1,1,1,0,4042.4715,‘Ahakea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Bobea elatior,Rubiaceae,Bobea,elatior,Apparently Secure,0,0,0
Bobea sandwicensis,87,Bobsand,Dicot,Rubiaceae,Bobea,sandwicensis,0,63,0,57,47,45,0,0,0,0,0,0,1,1,1,1,2026.224,‘Ahakea,Vulnerable,Vulnerable,Endemic,Non_coastal,Bobea sandwicensis,Rubiaceae,Bobea,sandwicensis,Vulnerable,0,0,0
Bobea timonioides,88,Bobtimo,Dicot,Rubiaceae,Bobea,timonioides,54,64,58,58,0,0,0,0,0,0,0,0,1,1,1,0,1965.9672,‘Ahakea,Vulnerable,Vulnerable,Endemic,Non_coastal,Bobea timonioides,Rubiaceae,Bobea,timonioides,Vulnerable,0,0,0
Boehmeria grandis,89,Boegran,Dicot,Urticaceae,Boehmeria,grandis,55,65,59,59,48,46,0,0,0,0,0,0,1,1,1,0,3026.781,‘?k?lea,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Boehmeria grandis,Urticaceae,Boehmeria,grandis,Apparently Secure,0,0,0
Boerhavia acutifolia,90,Boeacut,Dicot,Nyctaginaceae,Boerhavia,acutifolia,56,66,0,60,49,47,7,8,0,0,0,0,1,1,1,1,1262.0925,Alena,Apparently Secure,Apparently Secure,Indigenous,Coastal,Boerhavia acutifolia,Nyctaginaceae,Boerhavia,acutifolia,Apparently Secure,0,0,0
Boerhavia herbstii,91,Boeherb,Dicot,Nyctaginaceae,Boerhavia,herbstii,57,67,0,61,0,48,8,0,0,0,0,0,1,1,1,1,991.2177,Alena,Apparently Secure,Apparently Secure,Endemic,Coastal,Boerhavia herbstii,Nyctaginaceae,Boerhavia,herbstii,Apparently Secure,0,0,0
Boerhavia repens,92,Boerepe,Dicot,Nyctaginaceae,Boerhavia,repens,58,68,60,62,50,49,9,9,0,0,0,0,1,1,1,1,3385.8504,Alena,Apparently Secure,Apparently Secure,Indigenous,Coastal,Boerhavia repens,Nyctaginaceae,Boerhavia,repens,Apparently Secure,0,0,0
Bolboschoenus maritimus,93,Bolmari,Monocot,Cyperaceae,Bolboschoenus,maritimus,59,69,61,63,51,0,0,10,0,0,0,0,1,1,1,1,113.4,Kaluh?,Apparently Secure,Apparently Secure,Indigenous,Coastal,Bolboschoenus maritimus,Cyperaceae,Bolboschoenus,maritimus,Apparently Secure,0,0,0
Bonamia menziesii,94,Bonmenz,Dicot,Convolvulaceae,Bonamia,menziesii,60,70,62,64,52,50,0,0,0,0,0,0,1,1,1,1,2806.0812,None,Endangered,Endangered,Endemic,Non_coastal,Bonamia menziesii,Convolvulaceae,Bonamia,menziesii,Endangered,1,1,0
Brighamia insignis,95,Briinsi,Dicot,Campanulaceae,Brighamia,insignis,0,0,63,0,0,0,0,11,0,0,0,0,1,1,1,0,300.5685,‘?lula,Endangered,Endangered,Endemic,Coastal,Brighamia insignis,Campanulaceae,Brighamia,insignis,Endangered,0,1,0
Brighamia rockii,96,Brirock,Dicot,Campanulaceae,Brighamia,rockii,0,71,0,0,53,51,0,0,0,0,0,0,1,1,1,0,85.9797,‘?lula,Endangered,Endangered,Endemic,Non_coastal,Brighamia rockii,Campanulaceae,Brighamia,rockii,Endangered,0,1,0
Broussaisia arguta,97,Broargu,Dicot,Hydrangeaceae,Broussaisia,arguta,61,72,64,65,54,52,0,0,0,0,0,0,1,1,1,0,7389.0513,Kanawao,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Broussaisia arguta,Hydrangeaceae,Broussaisia,arguta,Apparently Secure,0,0,0
Caesalpinia bonduc,98,Caebond,Dicot,Fabaceae,Caesalpinia,bonduc,62,73,65,66,55,0,0,12,0,0,0,0,1,1,1,1,3775.5387,K?kalaioa,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Caesalpinia bonduc,Fabaceae,Caesalpinia,bonduc,Apparently Secure,0,0,0
Caesalpinia kavaiensis,99,Caekava,Dicot,Fabaceae,Caesalpinia,kavaiensis,63,74,66,67,0,53,0,0,1,0,0,0,1,1,1,1,2337.4593,Uhiuhi,Endangered,Endangered,Endemic,Non_coastal,Caesalpinia kavaiensis,Fabaceae,Caesalpinia,kavaiensis,Endangered,0,1,0
Calamagrostis expansa,100,Calexpa,Monocot,Poaceae,Calamagrostis,expansa,64,75,0,0,0,0,0,0,0,0,0,0,1,1,1,0,801.9657,None,Rare,Rare,Endemic,Non_coastal,Calamagrostis expansa,Poaceae,Calamagrostis,expansa,Rare,0,0,0
Calamagrostis hillebrandii,101,Calhill,Monocot,Poaceae,Calamagrostis,hillebrandii,0,76,0,0,0,0,0,0,0,0,0,0,1,1,1,0,19.8126,None,Vulnerable,Vulnerable,Endemic,Non_coastal,Calamagrostis hillebrandii,Poaceae,Calamagrostis,hillebrandii,Vulnerable,0,0,0
Callistopteris baldwinii,102,Calbald,Pteridophyte,Hymenophyllaceae,Callistopteris,baldwinii,65,77,67,68,56,54,0,0,0,0,0,0,1,1,1,0,3411.5652,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Callistopteris baldwinii,Hymenophyllaceae,Callistopteris,baldwinii,Apparently Secure,0,0,0
Canavalia galeata,103,Cangale,Dicot,Fabaceae,Canavalia,galeata,0,0,0,69,0,0,0,0,0,0,0,0,1,1,1,1,517.4433,‘?wikiwiki,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Canavalia galeata,Fabaceae,Canavalia,galeata,Apparently Secure,0,0,0
Canavalia hawaiiensis,104,Canhawa,Dicot,Fabaceae,Canavalia,hawaiiensis,66,78,0,0,0,55,0,0,0,0,0,0,1,1,1,1,2720.1906,‘?wikiwiki,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Canavalia hawaiiensis,Fabaceae,Canavalia,hawaiiensis,Apparently Secure,0,0,0
Canavalia kauaiensis,105,Cankaua,Dicot,Fabaceae,Canavalia,kauaiensis,0,0,68,0,0,0,0,0,0,0,0,0,1,1,1,1,515.4741,‘?wikiwiki,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Canavalia kauaiensis,Fabaceae,Canavalia,kauaiensis,Apparently Secure,0,0,0
Canavalia molokaiensis,106,Canmolo,Dicot,Fabaceae,Canavalia,molokaiensis,0,0,0,0,57,0,0,0,0,0,0,0,1,1,1,0,115.2387,‘?wikiwiki,Endangered,Endangered,Endemic,Non_coastal,Canavalia molokaiensis,Fabaceae,Canavalia,molokaiensis,Endangered,0,1,0
Canavalia napaliensis,107,Cannapa,Dicot,Fabaceae,Canavalia,napaliensis,0,0,69,0,0,0,0,0,0,0,0,0,1,1,1,0,731.385,‘?wikiwiki,Vulnerable,Vulnerable,Endemic,Non_coastal,Canavalia napaliensis,Fabaceae,Canavalia,napaliensis,Vulnerable,0,0,0
Canavalia pubescens,108,Canpube,Dicot,Fabaceae,Canavalia,pubescens,0,79,70,0,0,56,0,13,0,0,0,0,1,1,1,1,1740.0771,‘?wikiwiki,Vulnerable,Vulnerable,Endemic,Non_coastal,Canavalia pubescens,Fabaceae,Canavalia,pubescens,Vulnerable,0,0,0
Capparis sandwichiana,109,Capsand,Dicot,Brassicaceae,Capparis,sandwichiana,67,80,71,70,58,57,10,14,1,0,0,0,1,1,1,1,3714.2451,Maiapilo,Vulnerable,Vulnerable,Endemic,Non_coastal,Capparis sandwichiana,Brassicaceae,Capparis,sandwichiana,Vulnerable,0,0,0
Carex alligata,110,Caralli,Monocot,Cyperaceae,Carex,alligata,68,81,72,71,59,0,0,0,0,0,0,0,1,1,1,1,6365.979,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Carex alligata,Cyperaceae,Carex,alligata,Apparently Secure,0,0,0
Carex echinata,111,Carechi,Monocot,Cyperaceae,Carex,echinata,69,82,73,0,0,0,0,0,0,0,0,0,1,1,1,0,284.4396,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Carex echinata,Cyperaceae,Carex,echinata,Apparently Secure,0,0,0
Carex kauaiensis,112,Carkaua,Monocot,Cyperaceae,Carex,kauaiensis,0,0,74,0,0,0,0,0,0,0,0,0,1,1,1,0,59.6043,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Carex kauaiensis,Cyperaceae,Carex,kauaiensis,Apparently Secure,0,0,0
Carex macloviana,113,Carmacl,Monocot,Cyperaceae,Carex,macloviana,70,83,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3793.0608,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Carex macloviana,Cyperaceae,Carex,macloviana,Apparently Secure,0,0,0
Carex meyenii,114,Carmeye,Monocot,Cyperaceae,Carex,meyenii,71,84,75,72,60,58,11,15,0,0,0,0,1,1,1,0,4357.8459,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Carex meyenii,Cyperaceae,Carex,meyenii,Apparently Secure,0,0,0
Carex montis-eeka,115,Carmont,Monocot,Cyperaceae,Carex,montis-eeka,72,85,76,0,61,0,0,0,0,0,0,0,1,1,1,0,1046.7279,None,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Carex montis-eeka,Cyperaceae,Carex,montis-eeka,Apparently Secure,0,0,0
Carex thunbergii,116,Carthun,Monocot,Cyperaceae,Carex,thunbergii,73,86,0,0,0,0,0,0,0,0,0,0,1,1,1,0,146.0925,None,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Carex thunbergii,Cyperaceae,Carex,thunbergii,Apparently Secure,0,0,0
Carex wahuensis,117,Carwahu,Monocot,Cyperaceae,Carex,wahuensis,74,87,77,73,62,59,0,0,1,0,0,0,1,1,1,1,13034.1933,None,"Apparently Secure, includes extinct subspecies",Apparently Secure,Endemic,Non_coastal,Carex wahuensis,Cyperaceae,Carex,wahuensis,Apparently Secure,0,0,0
Cassytha filiformis,118,Casfili,Dicot,Lauraceae,Cassytha,filiformis,75,88,78,74,63,60,0,16,0,0,0,0,1,1,1,0,6536.8386,Kauna‘oa pehu,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Cassytha filiformis,Lauraceae,Cassytha,filiformis,Apparently Secure,0,0,0
Cenchrus agrimonioides,119,Cenagri,Monocot,Poaceae,Cenchrus,agrimonioides,0,89,0,75,0,61,0,0,0,0,0,0,1,1,1,1,1240.7292,K?manomano,"Endangered, includes extinct subspecies",Endangered,Endemic,Non_coastal,Cenchrus agrimonioides,Poaceae,Cenchrus,agrimonioides,Endangered,0,1,0
Centaurium sebaeoides,120,Censeba,Dicot,Gentianaceae,Centaurium,sebaeoides,0,90,79,76,64,62,0,0,0,0,0,0,1,1,1,0,978.0678,‘?wiwi,Endangered,Endangered,Endemic,Coastal,Centaurium sebaeoides,Gentianaceae,Centaurium,sebaeoides,Endangered,0,1,0
Euphorbia arnottiana,121,Chaarno,Dicot,Euphorbiaceae,Euphorbia,arnottiana,0,0,0,77,0,0,0,0,0,0,0,0,1,1,1,0,156.2859,‘Akoko,Rare,Rare,Endemic,Non_coastal,Chamaesyce arnottiana,Euphorbiaceae,Chamaesyce,arnottiana,Rare,0,0,0
Euphorbia atrococca,122,Chaatro,Dicot,Euphorbiaceae,Euphorbia,atrococca,0,0,80,0,0,0,0,0,0,0,0,0,1,1,1,0,186.9723,‘Akoko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Chamaesyce atrococca,Euphorbiaceae,Chamaesyce,atrococca,Apparently Secure,0,0,0
Euphorbia celastroides,123,Chacela,Dicot,Euphorbiaceae,Euphorbia,celastroides,76,91,81,78,65,63,12,17,1,0,0,0,1,1,1,1,9979.2378,‘Akoko,"Apparently Secure, including endangered and vulnerable varieties",Apparently Secure,Endemic,Non_coastal,Chamaesyce celastroides,Euphorbiaceae,Chamaesyce,celastroides,Apparently Secure,0,0,0
Euphorbia clusiifolia,124,Chaclus,Dicot,Euphorbiaceae,Euphorbia,clusiifolia,0,0,0,79,0,0,0,0,0,0,0,0,1,1,1,0,299.5353,‘Akoko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Chamaesyce clusiifolia,Euphorbiaceae,Chamaesyce,clusiifolia,Apparently Secure,0,0,0
Euphorbia degeneri,125,Chadege,Dicot,Euphorbiaceae,Euphorbia,degeneri,77,92,82,80,66,0,0,18,0,0,0,0,1,1,1,1,370.5453,‘Akoko,Apparently Secure,Apparently Secure,Endemic,Coastal,Chamaesyce degeneri,Euphorbiaceae,Chamaesyce,degeneri,Apparently Secure,0,0,0
Euphorbia deppeana,126,Chadepp,Dicot,Euphorbiaceae,Euphorbia,deppeana,0,0,0,81,0,0,0,0,0,0,0,0,1,1,1,0,115.4673,‘Akoko,Endangered,Endangered,Endemic,Non_coastal,Chamaesyce deppeana,Euphorbiaceae,Chamaesyce,deppeana,Endangered,0,1,0
Euphorbia eleanoriae,127,Chaelea,Dicot,Euphorbiaceae,Euphorbia,eleanoriae,0,0,83,0,0,0,0,0,0,0,0,0,1,1,1,0,114.957,‘Akoko,Rare,Rare,Endemic,Non_coastal,Chamaesyce eleanoriae,Euphorbiaceae,Chamaesyce,eleanoriae,Rare,0,0,0
Euphorbia halemanui,128,Chahale,Dicot,Euphorbiaceae,Euphorbia,halemanui,0,0,84,0,0,0,0,0,0,0,0,0,1,1,1,0,183.4875,‘Akoko,Endangered,Endangered,Endemic,Non_coastal,Chamaesyce halemanui,Euphorbiaceae,Chamaesyce,halemanui,Endangered,0,1,0
Euphorbia herbstii,129,Chaherb,Dicot,Euphorbiaceae,Euphorbia,herbstii,0,0,0,82,0,0,0,0,0,0,0,0,1,1,1,0,28.4481,‘Akoko,Endangered,Endangered,Endemic,Non_coastal,Chamaesyce herbstii,Euphorbiaceae,Chamaesyce,herbstii,Endangered,0,1,0
Euphorbia kuwaleana,130,Chakuwa,Dicot,Euphorbiaceae,Euphorbia,kuwaleana,0,0,0,83,0,0,0,0,0,0,0,0,1,1,1,0,377.2521,‘Akoko,Endangered,Endangered,Endemic,Non_coastal,Chamaesyce kuwaleana,Euphorbiaceae,Chamaesyce,kuwaleana,Endangered,0,1,0
Euphorbia multiformis,131,Chamult,Dicot,Euphorbiaceae,Euphorbia,multiformis,78,93,0,84,67,0,0,0,0,0,0,0,1,1,1,1,2514.1707,‘Akoko,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Chamaesyce multiformis,Euphorbiaceae,Chamaesyce,multiformis,Apparently Secure,0,0,0
Euphorbia olowaluana,132,Chaolow,Dicot,Euphorbiaceae,Euphorbia,olowaluana,79,94,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2514.7044,‘Akoko,Vulnerable,Vulnerable,Endemic,Non_coastal,Chamaesyce olowaluana,Euphorbiaceae,Chamaesyce,olowaluana,Vulnerable,0,0,0
Euphorbia remyi,133,Charemy,Dicot,Euphorbiaceae,Euphorbia,remyi,0,0,85,0,0,0,0,0,0,0,0,0,1,1,1,0,537.7113,‘Akoko,"Rare, including ectinct variety",Rare,Endemic,Non_coastal,Chamaesyce remyi,Euphorbiaceae,Chamaesyce,remyi,Rare,0,0,0
Euphorbia rockii,134,Charock,Dicot,Euphorbiaceae,Euphorbia,rockii,0,0,0,85,0,0,0,0,0,0,0,0,1,1,1,0,54.2826,‘Akoko,Endangered,Endangered,Endemic,Non_coastal,Chamaesyce rockii,Euphorbiaceae,Chamaesyce,rockii,Endangered,1,1,0
Euphorbia skottsbergii,135,Chaskot,Dicot,Euphorbiaceae,Euphorbia,skottsbergii,0,95,0,86,68,0,13,0,0,0,0,0,1,1,1,0,1250.1639,‘Akoko,"Rare, including vulnerable variety",Rare,Endemic,Non_coastal,Chamaesyce skottsbergii,Euphorbiaceae,Chamaesyce,skottsbergii,Rare,0,0,0
Euphorbia sparsiflora,136,Chaspar,Dicot,Euphorbiaceae,Euphorbia,sparsiflora,0,0,86,0,0,0,0,0,0,0,0,0,1,1,1,0,56.2779,‘Akoko,Rare,Rare,Endemic,Non_coastal,Chamaesyce sparsiflora,Euphorbiaceae,Chamaesyce,sparsiflora,Rare,0,0,0
Charpentiera densiflora,137,Chadens,Dicot,Amaranthaceae,Charpentiera,densiflora,0,0,87,0,0,0,0,0,0,0,0,0,1,1,1,0,267.6393,P?pala,Vulnerable,Vulnerable,Endemic,Non_coastal,Charpentiera densiflora,Amaranthaceae,Charpentiera,densiflora,Vulnerable,0,0,0
Charpentiera elliptica,138,Chaelli,Dicot,Amaranthaceae,Charpentiera,elliptica,0,0,88,0,0,0,0,0,0,0,0,0,1,1,1,0,578.6136,P?pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Charpentiera elliptica,Amaranthaceae,Charpentiera,elliptica,Apparently Secure,0,0,0
Charpentiera obovata,139,Chaobov,Dicot,Amaranthaceae,Charpentiera,obovata,80,96,89,87,69,64,0,0,0,0,0,0,1,1,1,1,7077.0717,P?pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Charpentiera obovata,Amaranthaceae,Charpentiera,obovata,Apparently Secure,0,0,0
Charpentiera ovata,140,Chaovat,Dicot,Amaranthaceae,Charpentiera,ovata,81,97,0,88,70,0,0,0,0,0,0,0,1,1,1,0,6306.0912,P?pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Charpentiera ovata,Amaranthaceae,Charpentiera,ovata,Apparently Secure,0,0,0
Charpentiera tomentosa,141,Chatome,Dicot,Amaranthaceae,Charpentiera,tomentosa,82,98,0,89,71,65,0,0,0,0,0,0,1,1,1,0,2467.9287,P?pala,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Charpentiera tomentosa,Amaranthaceae,Charpentiera,tomentosa,Apparently Secure,0,0,0
Cheirodendron dominii,142,Chedomi,Dicot,Araliaceae,Cheirodendron,dominii,0,0,90,0,0,0,0,0,0,0,0,0,1,1,1,0,54.5643,‘?lapa,Rare,Rare,Endemic,Non_coastal,Cheirodendron dominii,Araliaceae,Cheirodendron,dominii,Rare,0,0,0
Cheirodendron fauriei,143,Chefaur,Dicot,Araliaceae,Cheirodendron,fauriei,0,0,91,0,0,0,0,0,0,0,0,0,1,1,1,0,260.1684,‘?lapa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cheirodendron fauriei,Araliaceae,Cheirodendron,fauriei,Apparently Secure,0,0,0
Cheirodendron forbesii,144,Cheforb,Dicot,Araliaceae,Cheirodendron,forbesii,0,0,92,0,0,0,0,0,0,0,0,0,1,1,1,0,79.0965,‘?lapa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cheirodendron forbesii,Araliaceae,Cheirodendron,forbesii,Apparently Secure,0,0,0
Cheirodendron platyphyllum,145,Cheplat,Dicot,Araliaceae,Cheirodendron,platyphyllum,0,0,93,90,0,0,0,0,0,0,0,0,1,1,1,0,187.5168,‘?lapa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cheirodendron platyphyllum,Araliaceae,Cheirodendron,platyphyllum,Apparently Secure,0,0,0
Cheirodendron trigynum,146,Chetrig,Dicot,Araliaceae,Cheirodendron,trigynum,83,99,94,91,72,66,0,19,0,0,0,0,1,1,1,0,6882.1596,‘?lapa,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cheirodendron trigynum,Araliaceae,Cheirodendron,trigynum,Apparently Secure,0,0,0
Chenopodium oahuense,147,Cheoahu,Dicot,Chenopodiaceae,Chenopodium,oahuense,84,100,95,92,73,67,14,20,0,0,0,0,1,1,1,1,10761.4161,‘?weoweo,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Chenopodium oahuense,Chenopodiaceae,Chenopodium,oahuense,Apparently Secure,0,0,0
Cyclosorus boydiae,148,Chrboyd,Pteridophyte,Thelypteridaceae,Cyclosorus,boydiae,85,101,0,93,0,0,0,0,0,0,0,0,1,1,1,0,690.9912,None,Rare,Rare,Endemic,Non_coastal,Cyclosorus boydiae,Thelypteridaceae,Cyclosorus,boydiae,Rare,0,0,0
Cyclosorus cyatheoides,149,Chrcyat,Pteridophyte,Thelypteridaceae,Cyclosorus,cyatheoides,86,102,96,94,74,68,0,0,0,0,0,0,1,1,1,0,8393.1012,Kikawai?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cyclosorus cyatheoides,Thelypteridaceae,Cyclosorus,cyatheoides,Apparently Secure,0,0,0
Cyclosorus wailele,150,Chrwail,Pteridophyte,Thelypteridaceae,Cyclosorus,wailele,0,0,97,0,0,0,0,0,0,0,0,0,1,1,1,0,186.4197,None,Rare,Rare,Endemic,Non_coastal,Cyclosorus wailele,Thelypteridaceae,Cyclosorus,wailele,Rare,0,0,0
Chrysopogon aciculatus,151,Chracic,Monocot,Poaceae,Chrysopogon,aciculatus,87,103,98,95,75,69,0,0,1,0,0,0,1,1,1,0,4147.0011,M?nienie ‘ula,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Chrysopogon aciculatus,Poaceae,Chrysopogon,aciculatus,Apparently Secure,0,0,0
Cibotium chamissoi,152,Cibcham,Pteridophyte,Dicksoniaceae,Cibotium,chamissoi,88,104,0,96,76,70,0,0,0,0,0,0,1,1,1,1,5634.0144,H?pu‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cibotium chamissoi,Dicksoniaceae,Cibotium,chamissoi,Apparently Secure,0,0,0
Cibotium glaucum,153,Cibglau,Pteridophyte,Dicksoniaceae,Cibotium,glaucum,89,105,99,97,77,71,0,0,1,0,0,0,1,1,1,1,8473.4289,H?pu‘u pulu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cibotium glaucum,Dicksoniaceae,Cibotium,glaucum,Apparently Secure,0,0,0
Cibotium menziesii,154,Cibmenz,Pteridophyte,Dicksoniaceae,Cibotium,menziesii,90,106,100,98,78,72,0,0,0,0,0,0,1,1,1,1,4511.1582,H?pu‘u ‘i‘i,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cibotium menziesii,Dicksoniaceae,Cibotium,menziesii,Apparently Secure,0,0,0
Cibotium nealiae,155,Cibneal,Pteridophyte,Dicksoniaceae,Cibotium,nealiae,0,0,101,0,0,0,0,0,0,0,0,0,1,1,1,0,582.3144,H?pu‘u,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Cibotium nealiae,Dicksoniaceae,Cibotium,nealiae,Apparently Secure,0,0,0
Cladium jamaicense,156,Clajama,Monocot,Cyperaceae,Cladium,jamaicense,91,107,102,99,79,0,0,0,0,0,0,0,1,1,1,1,2831.6745,‘Uki,Apparently Secure,Apparently Secure,Indigenous,Non_coastal,Cladium jamaicense,Cyperaceae,Cladium,jamaicense,Apparently Secure,0,0,0
Claoxylon sandwicense,157,Clasand,Dicot,Euphorbiaceae,Claoxylon,sandwicense,92,108,103,100,80,73,0,0,0,0,0,0,1,1,1,0,1630.8981,Po‘ol?,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Claoxylon sandwicense,Euphorbiaceae,Claoxylon,sandwicense,Apparently Secure,1,0,0
Clermontia arborescens,158,Clearbo,Dicot,Campanulaceae,Clermontia,arborescens,0,109,0,0,81,74,0,0,0,0,0,0,1,1,1,0,523.0431,‘?h? wai,"Apparently Secure, including rare subspecies",Apparently Secure,Endemic,Non_coastal,Clermontia arborescens,Campanulaceae,Clermontia,arborescens,Apparently Secure,0,0,0
Clermontia calophylla,159,Clecalo,Dicot,Campanulaceae,Clermontia,calophylla,93,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,264.3192,‘?h? wai,Rare,Rare,Endemic,Non_coastal,Clermontia calophylla,Campanulaceae,Clermontia,calophylla,Rare,0,0,0
Clermontia clermontioides,160,Clecler,Dicot,Campanulaceae,Clermontia,clermontioides,94,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1381.2336,‘?h? wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia clermontioides,Campanulaceae,Clermontia,clermontioides,Apparently Secure,0,0,0
Clermontia drepanomorpha,161,Cledrep,Dicot,Campanulaceae,Clermontia,drepanomorpha,95,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,96.5592,‘?h? wai,Endangered,Endangered,Endemic,Non_coastal,Clermontia drepanomorpha,Campanulaceae,Clermontia,drepanomorpha,Endangered,0,1,0
Clermontia fauriei,162,Clefaur,Dicot,Campanulaceae,Clermontia,fauriei,0,0,104,101,0,0,0,0,0,0,0,0,1,1,1,0,473.49,H?h?‘aiakamanu,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia fauriei,Campanulaceae,Clermontia,fauriei,Apparently Secure,0,0,0
Clermontia grandiflora,163,Clegran,Dicot,Campanulaceae,Clermontia,grandiflora,0,110,0,0,82,75,0,0,0,0,0,0,1,1,1,0,404.3862,‘?h? wai,"Apparently Secure, including extinct subspecies",Apparently Secure,Endemic,Non_coastal,Clermontia grandiflora,Campanulaceae,Clermontia,grandiflora,Apparently Secure,0,0,0
Clermontia hawaiiensis,164,Clehawa,Dicot,Campanulaceae,Clermontia,hawaiiensis,96,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3136.329,‘?h? wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia hawaiiensis,Campanulaceae,Clermontia,hawaiiensis,Apparently Secure,0,0,0
Clermontia kakeana,165,Clekake,Dicot,Campanulaceae,Clermontia,kakeana,0,111,0,102,83,0,0,0,0,0,0,0,1,1,1,1,1773.3006,‘?h? wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia kakeana,Campanulaceae,Clermontia,kakeana,Apparently Secure,0,0,0
Clermontia kohalae,166,Clekoha,Dicot,Campanulaceae,Clermontia,kohalae,97,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,882.2475,‘?h? wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia kohalae,Campanulaceae,Clermontia,kohalae,Apparently Secure,0,0,0
Clermontia lindseyana,167,Clelind,Dicot,Campanulaceae,Clermontia,lindseyana,98,112,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1644.6717,‘?h? wai,Endangered,Endangered,Endemic,Non_coastal,Clermontia lindseyana,Campanulaceae,Clermontia,lindseyana,Endangered,0,1,0
Clermontia micrantha,168,Clemicr,Dicot,Campanulaceae,Clermontia,micrantha,0,113,0,0,0,76,0,0,0,0,0,0,1,1,1,0,88.9344,‘?h? wai,Apparently Secure,Apparently Secure,Endemic,Non_coastal,Clermontia micrantha,Campanulaceae,Clermontia,micrantha,Apparently Secure,0,0,0
